item_id,knowledge_code
161,"[75, 24, 26]"
162,"[75, 24, 26]"
163,"[76, 24, 26]"
164,"[76, 24, 26]"
165,"[77, 24, 26]"
166,"[77, 24, 26]"
167,"[78, 24, 26]"
168,"[78, 24, 26]"
169,"[31, 24, 25]"
170,"[31, 24, 25]"
171,"[49, 24, 25]"
172,"[49, 24, 25]"
173,"[65, 24, 25]"
174,"[65, 24, 25]"
175,"[79, 24, 25]"
176,"[79, 24, 25]"
177,"[80, 24, 25]"
178,"[80, 24, 25]"
179,"[81, 24, 25]"
180,"[81, 24, 25]"
181,"[82, 24, 26]"
182,"[82, 24, 26]"
183,"[83, 24, 26]"
184,"[83, 24, 26]"
185,"[84, 24, 26]"
186,"[84, 24, 26]"
187,"[85, 24, 26]"
188,"[85, 24, 26]"
189,"[86, 24, 26]"
190,"[86, 24, 26]"
191,"[87, 24, 26]"
192,"[87, 24, 26]"
193,"[88, 24, 26]"
194,"[88, 24, 26]"
195,"[89, 24, 26]"
196,"[89, 24, 26]"
197,"[90, 24, 26]"
198,"[90, 24, 26]"
199,"[91, 24, 26]"
200,"[91, 24, 26]"
201,"[32, 24, 25]"
202,"[32, 24, 25]"
203,"[50, 24, 25]"
204,"[50, 24, 25]"
205,"[66, 24, 25]"
206,"[66, 24, 25]"
207,"[80, 24, 25]"
208,"[80, 24, 25]"
209,"[92, 24, 25]"
210,"[92, 24, 25]"
211,"[93, 24, 26]"
212,"[93, 24, 26]"
213,"[94, 24, 26]"
214,"[94, 24, 26]"
215,"[95, 24, 26]"
216,"[95, 24, 26]"
217,"[96, 24, 26]"
218,"[96, 24, 26]"
219,"[97, 24, 26]"
220,"[97, 24, 26]"
221,"[98, 24, 26]"
222,"[98, 24, 26]"
223,"[99, 24, 26]"
224,"[99, 24, 26]"
225,"[100, 24, 26]"
226,"[100, 24, 26]"
227,"[101, 24, 26]"
228,"[101, 24, 26]"
229,"[102, 24, 26]"
230,"[102, 24, 26]"
231,"[33, 24, 25]"
232,"[33, 24, 25]"
233,"[51, 24, 25]"
234,"[51, 24, 25]"
235,"[67, 24, 25]"
236,"[67, 24, 25]"
237,"[81, 24, 25]"
238,"[81, 24, 25]"
239,"[93, 24, 26]"
240,"[93, 24, 26]"
241,"[103, 24, 26]"
242,"[103, 24, 26]"
243,"[104, 24, 26]"
244,"[104, 24, 26]"
245,"[105, 24, 26]"
246,"[105, 24, 26]"
247,"[106, 24, 26]"
248,"[106, 24, 26]"
249,"[107, 24, 26]"
250,"[107, 24, 26]"
251,"[108, 24, 26]"
252,"[108, 24, 26]"
253,"[109, 24, 26]"
254,"[109, 24, 26]"
255,"[110, 24, 26]"
256,"[110, 24, 26]"
257,"[111, 24, 26]"
258,"[111, 24, 26]"
259,"[34, 24, 25]"
260,"[34, 24, 25]"
261,"[52, 24, 25]"
262,"[52, 24, 25]"
263,"[68, 24, 25]"
264,"[68, 24, 25]"
265,"[82, 24, 26]"
266,"[82, 24, 26]"
267,"[94, 24, 26]"
268,"[94, 24, 26]"
269,"[104, 24, 26]"
270,"[104, 24, 26]"
271,"[112, 24, 26]"
272,"[112, 24, 26]"
273,"[113, 24, 26]"
274,"[113, 24, 26]"
275,"[114, 24, 26]"
276,"[114, 24, 26]"
277,"[115, 24, 26]"
278,"[115, 24, 26]"
279,"[116, 24, 26]"
280,"[116, 24, 26]"
281,"[117, 24, 26]"
282,"[117, 24, 26]"
283,"[118, 24, 26]"
284,"[118, 24, 26]"
285,"[35, 24, 25]"
286,"[35, 24, 25]"
287,"[53, 24, 25]"
288,"[53, 24, 25]"
289,"[69, 24, 26]"
290,"[69, 24, 26]"
291,"[83, 24, 26]"
292,"[83, 24, 26]"
293,"[95, 24, 26]"
294,"[95, 24, 26]"
295,"[105, 24, 26]"
296,"[105, 24, 26]"
297,"[113, 24, 26]"
298,"[113, 24, 26]"
299,"[119, 24, 26]"
300,"[119, 24, 26]"
301,"[120, 24, 26]"
302,"[120, 24, 26]"
303,"[121, 24, 26]"
304,"[121, 24, 26]"
305,"[122, 24, 26]"
306,"[122, 24, 26]"
307,"[123, 24, 26]"
308,"[123, 24, 26]"
309,"[36, 24, 25]"
310,"[36, 24, 25]"
311,"[54, 24, 26]"
312,"[54, 24, 26]"
313,"[70, 24, 26]"
314,"[70, 24, 26]"
315,"[84, 24, 26]"
316,"[84, 24, 26]"
317,"[96, 24, 26]"
318,"[96, 24, 26]"
319,"[106, 24, 26]"
320,"[106, 24, 26]"
321,"[114, 24, 26]"
322,"[114, 24, 26]"
323,"[120, 24, 26]"
324,"[120, 24, 26]"
325,"[124, 24, 26]"
326,"[124, 24, 26]"
327,"[125, 24, 26]"
328,"[125, 24, 26]"
329,"[126, 24, 26]"
330,"[126, 24, 26]"
331,"[37, 24, 26]"
332,"[37, 24, 26]"
333,"[55, 24, 26]"
334,"[55, 24, 26]"
335,"[71, 24, 26]"
336,"[71, 24, 26]"
337,"[85, 24, 26]"
338,"[85, 24, 26]"
339,"[97, 24, 26]"
340,"[97, 24, 26]"
341,"[107, 24, 26]"
342,"[107, 24, 26]"
343,"[115, 24, 26]"
344,"[115, 24, 26]"
345,"[121, 24, 26]"
346,"[121, 24, 26]"
347,"[125, 24, 26]"
348,"[125, 24, 26]"
349,"[127, 24, 26]"
350,"[127, 24, 26]"
351,"[38, 24, 26]"
352,"[38, 24, 26]"
353,"[56, 24, 26]"
354,"[56, 24, 26]"
355,"[72, 24, 26]"
356,"[72, 24, 26]"
357,"[86, 24, 26]"
358,"[86, 24, 26]"
359,"[98, 24, 26]"
360,"[98, 24, 26]"
361,"[108, 24, 26]"
362,"[108, 24, 26]"
363,"[116, 24, 26]"
364,"[116, 24, 26]"
365,"[122, 24, 26]"
366,"[122, 24, 26]"
367,"[126, 24, 26]"
368,"[126, 24, 26]"
369,"[39, 24, 26]"
370,"[39, 24, 26]"
371,"[57, 24, 26]"
372,"[57, 24, 26]"
373,"[73, 24, 26]"
374,"[73, 24, 26]"
375,"[87, 24, 26]"
376,"[87, 24, 26]"
377,"[99, 24, 26]"
378,"[99, 24, 26]"
379,"[109, 24, 26]"
380,"[109, 24, 26]"
381,"[117, 24, 26]"
382,"[117, 24, 26]"
383,"[123, 24, 26]"
384,"[123, 24, 26]"
385,"[40, 24, 26]"
386,"[40, 24, 26]"
387,"[58, 24, 26]"
388,"[58, 24, 26]"
389,"[74, 24, 26]"
390,"[74, 24, 26]"
391,"[88, 24, 26]"
392,"[88, 24, 26]"
393,"[100, 24, 26]"
394,"[100, 24, 26]"
395,"[110, 24, 26]"
396,"[110, 24, 26]"
397,"[118, 24, 26]"
398,"[118, 24, 26]"
399,"[41, 24, 26]"
400,"[41, 24, 26]"
401,"[59, 24, 26]"
402,"[59, 24, 26]"
403,"[75, 24, 26]"
404,"[75, 24, 26]"
405,"[89, 24, 26]"
406,"[89, 24, 26]"
407,"[101, 24, 26]"
408,"[101, 24, 26]"
409,"[111, 24, 26]"
410,"[111, 24, 26]"
411,"[42, 24, 26]"
412,"[42, 24, 26]"
413,"[60, 24, 26]"
414,"[60, 24, 26]"
415,"[76, 24, 26]"
416,"[76, 24, 26]"
417,"[90, 24, 26]"
418,"[90, 24, 26]"
419,"[102, 24, 26]"
420,"[102, 24, 26]"
421,"[43, 24, 26]"
422,"[43, 24, 26]"
423,"[61, 24, 26]"
424,"[61, 24, 26]"
425,"[77, 24, 26]"
426,"[77, 24, 26]"
427,"[91, 24, 26]"
428,"[91, 24, 26]"
429,"[44, 24, 26]"
430,"[44, 24, 26]"
431,"[62, 24, 26]"
432,"[62, 24, 26]"
433,"[78, 24, 26]"
434,"[78, 24, 26]"
435,"[45, 24, 26]"
436,"[45, 24, 26]"
437,"[63, 24, 26]"
438,"[63, 24, 26]"
439,"[46, 24, 26]"
440,"[46, 24, 26]"
441,"[27, 24]"
442,"[27, 24]"
443,"[27, 24]"
444,"[27, 24]"
445,"[27, 24]"
446,"[27, 24]"
447,"[27, 24]"
448,"[27, 24]"
449,"[27, 24]"
450,"[27, 24]"
451,"[27, 24]"
452,"[27, 24]"
453,"[27, 24]"
454,"[27, 24]"
455,"[27, 24]"
456,"[27, 24]"
457,"[27, 24]"
458,"[27, 24]"
459,"[27, 24]"
460,"[27, 24]"
461,"[27, 24]"
462,"[27, 24]"
463,"[27, 24]"
464,"[27, 24]"
465,"[27, 24]"
466,"[27, 24]"
467,"[27, 24]"
468,"[27, 24]"
469,"[27, 24]"
470,"[27, 24]"
471,"[27, 24]"
472,"[27, 24]"
473,"[27, 24]"
474,"[27, 24]"
475,"[27, 24]"
476,"[27, 24]"
477,"[27, 24]"
478,"[27, 24]"
479,"[27, 24]"
480,"[27, 24]"
481,"[27, 24]"
482,"[27, 24]"
483,"[27, 24]"
484,"[27, 24]"
485,"[27, 24]"
486,"[27, 24]"
487,"[27, 24]"
488,"[27, 24]"
489,"[27, 24]"
490,"[27, 24]"
491,"[27, 24]"
492,"[27, 24]"
493,"[27, 24]"
494,"[27, 24]"
495,"[27, 24]"
496,"[27, 24]"
497,"[27, 24]"
498,"[27, 24]"
499,"[27, 24]"
500,"[27, 24]"
501,"[27, 24]"
502,"[27, 24]"
503,"[27, 24]"
504,"[27, 24]"
505,"[27, 24]"
506,"[27, 24]"
507,"[27, 24]"
508,"[27, 24]"
509,"[27, 24]"
510,"[27, 24]"
511,"[27, 24]"
512,"[27, 24]"
513,"[27, 24]"
514,"[27, 24]"
515,"[27, 24]"
516,"[27, 24]"
517,"[27, 24]"
518,"[27, 24]"
519,"[27, 24]"
520,"[27, 24]"
521,"[27, 24]"
522,"[27, 24]"
523,"[27, 24]"
524,"[27, 24]"
525,"[27, 24]"
526,"[27, 24]"
527,"[27, 24]"
528,"[27, 24]"
529,"[27, 24]"
530,"[27, 24]"
531,"[27, 24]"
532,"[27, 24]"
533,"[27, 24]"
534,"[27, 24]"
535,"[27, 24]"
536,"[27, 24]"
537,"[27, 24]"
538,"[27, 24]"
539,"[27, 24]"
540,"[27, 24]"
541,"[28, 24, 25]"
542,"[29, 24, 25]"
543,"[30, 24, 25]"
544,"[31, 24, 25]"
545,"[32, 24, 25]"
546,"[33, 24, 25]"
547,"[34, 24, 25]"
548,"[35, 24, 25]"
549,"[36, 24, 25]"
550,"[37, 24, 26]"
551,"[42, 24, 26]"
552,"[27, 24]"
553,"[29, 24, 25]"
554,"[47, 24, 25]"
555,"[48, 24, 25]"
556,"[49, 24, 25]"
557,"[50, 24, 25]"
558,"[51, 24, 25]"
559,"[52, 24, 25]"
560,"[53, 24, 25]"
561,"[54, 24, 26]"
562,"[55, 24, 26]"
563,"[30, 24, 25]"
564,"[48, 24, 25]"
565,"[64, 24, 25]"
566,"[65, 24, 25]"
567,"[66, 24, 25]"
568,"[67, 24, 25]"
569,"[68, 24, 25]"
570,"[69, 24, 26]"
571,"[70, 24, 26]"
572,"[71, 24, 26]"
573,"[27, 24]"
574,"[31, 24, 25]"
575,"[49, 24, 25]"
576,"[65, 24, 25]"
577,"[79, 24, 25]"
578,"[80, 24, 25]"
579,"[81, 24, 25]"
580,"[82, 24, 26]"
581,"[83, 24, 26]"
582,"[84, 24, 26]"
583,"[85, 24, 26]"
584,"[27, 24]"
585,"[32, 24, 25]"
586,"[50, 24, 25]"
587,"[66, 24, 25]"
588,"[80, 24, 25]"
589,"[92, 24, 25]"
590,"[93, 24, 26]"
591,"[94, 24, 26]"
592,"[95, 24, 26]"
593,"[96, 24, 26]"
594,"[97, 24, 26]"
595,"[100, 24, 26]"
596,"[33, 24, 25]"
597,"[51, 24, 25]"
598,"[67, 24, 25]"
599,"[81, 24, 25]"
600,"[93, 24, 26]"
601,"[103, 24, 26]"
602,"[104, 24, 26]"
603,"[105, 24, 26]"
604,"[106, 24, 26]"
605,"[107, 24, 26]"
606,"[27, 24]"
607,"[27, 24]"
608,"[34, 24, 25]"
609,"[52, 24, 25]"
610,"[68, 24, 25]"
611,"[82, 24, 26]"
612,"[94, 24, 26]"
613,"[104, 24, 26]"
614,"[112, 24, 26]"
615,"[113, 24, 26]"
616,"[114, 24, 26]"
617,"[115, 24, 26]"
618,"[27, 24]"
619,"[35, 24, 25]"
620,"[53, 24, 25]"
621,"[69, 24, 26]"
622,"[83, 24, 26]"
623,"[95, 24, 26]"
624,"[105, 24, 26]"
625,"[113, 24, 26]"
626,"[119, 24, 26]"
627,"[120, 24, 26]"
628,"[121, 24, 26]"
629,"[36, 24, 25]"
630,"[54, 24, 26]"
631,"[70, 24, 26]"
632,"[84, 24, 26]"
633,"[96, 24, 26]"
634,"[106, 24, 26]"
635,"[114, 24, 26]"
636,"[120, 24, 26]"
637,"[124, 24, 26]"
638,"[125, 24, 26]"
639,"[37, 24, 26]"
640,"[55, 24, 26]"
641,"[71, 24, 26]"
642,"[85, 24, 26]"
643,"[97, 24, 26]"
644,"[107, 24, 26]"
645,"[115, 24, 26]"
646,"[121, 24, 26]"
647,"[125, 24, 26]"
648,"[127, 24, 26]"
649,"[27, 24]"
650,"[27, 24]"
651,"[59, 24, 26]"
652,"[27, 24]"
653,"[27, 24]"
654,"[27, 24]"
655,"[27, 24]"
656,"[27, 24]"
657,"[27, 24]"
658,"[27, 24]"
659,"[27, 24]"
660,"[27, 24]"
661,"[27, 24]"
662,"[27, 24]"
663,"[27, 24]"
664,"[27, 24]"
665,"[27, 24]"
666,"[27, 24]"
667,"[27, 24]"
668,"[27, 24]"
669,"[27, 24]"
670,"[27, 24]"
671,"[27, 24]"
672,"[27, 24]"
673,"[27, 24]"
674,"[27, 24]"
675,"[27, 24]"
676,"[27, 24]"
677,"[27, 24]"
678,"[27, 24]"
679,"[27, 24]"
680,"[27, 24]"
681,"[27, 24]"
682,"[27, 24]"
683,"[27, 24]"
684,"[27, 24]"
685,"[27, 24]"
686,"[27, 24]"
687,"[27, 24]"
688,"[27, 24]"
689,"[27, 24]"
690,"[27, 24]"
691,"[131, 128, 129]"
692,"[131, 128, 129]"
693,"[132, 128, 129]"
694,"[132, 128, 129]"
695,"[133, 128, 129]"
696,"[133, 128, 129]"
697,"[134, 128, 129]"
698,"[134, 128, 129]"
699,"[135, 128, 129]"
700,"[135, 128, 129]"
701,"[136, 128, 129]"
702,"[136, 128, 129]"
703,"[137, 128, 129]"
704,"[137, 128, 129]"
705,"[138, 128, 129]"
706,"[138, 128, 129]"
707,"[139, 128, 129]"
708,"[139, 128, 129]"
709,"[140, 128, 129]"
710,"[140, 128, 129]"
711,"[141, 128, 129]"
712,"[141, 128, 129]"
713,"[142, 128, 129]"
714,"[142, 128, 129]"
715,"[143, 128, 129]"
716,"[143, 128, 129]"
717,"[144, 128, 129]"
718,"[144, 128, 129]"
719,"[145, 128, 129]"
720,"[145, 128, 129]"
721,"[146, 128, 129]"
722,"[146, 128, 129]"
723,"[147, 128, 129]"
724,"[147, 128, 129]"
725,"[148, 128, 129]"
726,"[148, 128, 129]"
727,"[149, 128, 129]"
728,"[149, 128, 129]"
729,"[150, 128, 129]"
730,"[150, 128, 129]"
731,"[151, 128, 129]"
732,"[151, 128, 129]"
733,"[152, 128, 129]"
734,"[152, 128, 129]"
735,"[153, 128, 129]"
736,"[153, 128, 129]"
737,"[154, 128, 129]"
738,"[154, 128, 129]"
739,"[155, 128, 129]"
740,"[155, 128, 129]"
741,"[156, 128, 129]"
742,"[156, 128, 129]"
743,"[157, 128, 129]"
744,"[157, 128, 129]"
745,"[158, 128, 129]"
746,"[158, 128, 129]"
747,"[159, 128, 129]"
748,"[159, 128, 129]"
749,"[160, 128, 129]"
750,"[160, 128, 129]"
751,"[161, 128, 129]"
752,"[161, 128, 129]"
753,"[162, 128, 129]"
754,"[162, 128, 129]"
755,"[163, 128, 129]"
756,"[163, 128, 129]"
757,"[164, 128, 129]"
758,"[164, 128, 129]"
759,"[165, 128, 129]"
760,"[165, 128, 129]"
761,"[166, 128, 129]"
762,"[166, 128, 129]"
763,"[167, 128, 129]"
764,"[167, 128, 129]"
765,"[168, 128, 129]"
766,"[168, 128, 129]"
767,"[169, 128, 129]"
768,"[169, 128, 129]"
769,"[170, 128, 129]"
770,"[170, 128, 129]"
771,"[171, 128, 129]"
772,"[171, 128, 129]"
773,"[172, 128, 129]"
774,"[172, 128, 129]"
775,"[173, 128, 129]"
776,"[173, 128, 129]"
777,"[174, 128, 129]"
778,"[174, 128, 129]"
779,"[175, 128, 129]"
780,"[175, 128, 129]"
781,"[176, 128, 129]"
782,"[176, 128, 129]"
783,"[177, 128, 129]"
784,"[177, 128, 129]"
785,"[178, 128, 129]"
786,"[178, 128, 129]"
787,"[179, 128, 129]"
788,"[179, 128, 129]"
789,"[180, 128, 129]"
790,"[180, 128, 129]"
791,"[181, 128, 129]"
792,"[181, 128, 129]"
793,"[182, 128, 129]"
794,"[182, 128, 129]"
795,"[183, 128, 129]"
796,"[183, 128, 129]"
797,"[184, 128, 129]"
798,"[184, 128, 129]"
799,"[185, 128, 129]"
800,"[185, 128, 129]"
801,"[130, 128]"
802,"[130, 128]"
803,"[130, 128]"
804,"[130, 128]"
805,"[130, 128]"
806,"[130, 128]"
807,"[130, 128]"
808,"[130, 128]"
809,"[130, 128]"
810,"[130, 128]"
811,"[130, 128]"
812,"[130, 128]"
813,"[130, 128]"
814,"[130, 128]"
815,"[130, 128]"
816,"[130, 128]"
817,"[130, 128]"
818,"[130, 128]"
819,"[130, 128]"
820,"[130, 128]"
821,"[130, 128]"
822,"[130, 128]"
823,"[130, 128]"
824,"[130, 128]"
825,"[130, 128]"
826,"[130, 128]"
827,"[130, 128]"
828,"[130, 128]"
829,"[130, 128]"
830,"[130, 128]"
831,"[130, 128]"
832,"[130, 128]"
833,"[130, 128]"
834,"[130, 128]"
835,"[130, 128]"
836,"[130, 128]"
837,"[130, 128]"
838,"[130, 128]"
839,"[130, 128]"
840,"[130, 128]"
841,"[130, 128]"
842,"[130, 128]"
843,"[130, 128]"
844,"[130, 128]"
845,"[130, 128]"
846,"[130, 128]"
847,"[130, 128]"
848,"[130, 128]"
849,"[130, 128]"
850,"[130, 128]"
851,"[130, 128]"
852,"[130, 128]"
853,"[130, 128]"
854,"[130, 128]"
855,"[130, 128]"
856,"[130, 128]"
857,"[130, 128]"
858,"[130, 128]"
859,"[130, 128]"
860,"[130, 128]"
861,"[130, 128]"
862,"[130, 128]"
863,"[130, 128]"
864,"[130, 128]"
865,"[130, 128]"
866,"[130, 128]"
867,"[130, 128]"
868,"[130, 128]"
869,"[130, 128]"
870,"[130, 128]"
871,"[130, 128]"
872,"[130, 128]"
873,"[130, 128]"
874,"[130, 128]"
875,"[130, 128]"
876,"[130, 128]"
877,"[130, 128]"
878,"[130, 128]"
879,"[130, 128]"
880,"[130, 128]"
881,"[130, 128]"
882,"[130, 128]"
883,"[130, 128]"
884,"[130, 128]"
885,"[130, 128]"
886,"[130, 128]"
887,"[130, 128]"
888,"[130, 128]"
889,"[130, 128]"
890,"[130, 128]"
891,"[130, 128]"
892,"[130, 128]"
893,"[130, 128]"
894,"[130, 128]"
895,"[130, 128]"
896,"[130, 128]"
897,"[130, 128]"
898,"[130, 128]"
899,"[130, 128]"
900,"[130, 128]"
901,"[130, 128]"
902,"[130, 128]"
903,"[130, 128]"
904,"[130, 128]"
905,"[130, 128]"
906,"[130, 128]"
907,"[130, 128]"
908,"[130, 128]"
909,"[130, 128]"
910,"[130, 128]"
911,"[130, 128]"
912,"[130, 128]"
913,"[130, 128]"
914,"[130, 128]"
915,"[130, 128]"
916,"[130, 128]"
917,"[130, 128]"
918,"[130, 128]"
919,"[130, 128]"
920,"[130, 128]"
921,"[130, 128]"
922,"[130, 128]"
923,"[130, 128]"
924,"[130, 128]"
925,"[130, 128]"
926,"[130, 128]"
927,"[130, 128]"
928,"[130, 128]"
929,"[130, 128]"
930,"[130, 128]"
931,"[130, 128]"
932,"[130, 128]"
933,"[130, 128]"
934,"[130, 128]"
935,"[130, 128]"
936,"[130, 128]"
937,"[130, 128]"
938,"[130, 128]"
939,"[130, 128]"
940,"[130, 128]"
941,"[130, 128]"
942,"[130, 128]"
943,"[130, 128]"
944,"[130, 128]"
945,"[130, 128]"
946,"[130, 128]"
947,"[130, 128]"
948,"[130, 128]"
949,"[130, 128]"
950,"[130, 128]"
951,"[130, 128]"
952,"[130, 128]"
953,"[130, 128]"
954,"[130, 128]"
955,"[130, 128]"
956,"[130, 128]"
957,"[130, 128]"
958,"[130, 128]"
959,"[130, 128]"
960,"[130, 128]"
961,"[130, 128]"
962,"[130, 128]"
963,"[130, 128]"
964,"[130, 128]"
965,"[130, 128]"
966,"[130, 128]"
967,"[130, 128]"
968,"[130, 128]"
969,"[130, 128]"
970,"[130, 128]"
971,"[130, 128]"
972,"[130, 128]"
973,"[130, 128]"
974,"[130, 128]"
975,"[130, 128]"
976,"[130, 128]"
977,"[130, 128]"
978,"[130, 128]"
979,"[130, 128]"
980,"[130, 128]"
981,"[130, 128]"
982,"[130, 128]"
983,"[130, 128]"
984,"[130, 128]"
985,"[130, 128]"
986,"[130, 128]"
987,"[130, 128]"
988,"[130, 128]"
989,"[130, 128]"
990,"[130, 128]"
991,"[130, 128]"
992,"[130, 128]"
993,"[130, 128]"
994,"[130, 128]"
995,"[130, 128]"
996,"[130, 128]"
997,"[130, 128]"
998,"[130, 128]"
999,"[130, 128]"
1000,"[130, 128]"
1001,"[130, 128]"
1002,"[130, 128]"
1003,"[130, 128]"
1004,"[130, 128]"
1005,"[130, 128]"
1006,"[130, 128]"
1007,"[130, 128]"
1008,"[130, 128]"
1009,"[130, 128]"
1010,"[130, 128]"
1011,"[130, 128]"
1012,"[130, 128]"
1013,"[130, 128]"
1014,"[130, 128]"
1015,"[130, 128]"
1016,"[130, 128]"
1017,"[130, 128]"
1018,"[130, 128]"
1019,"[130, 128]"
1020,"[130, 128]"
1021,"[130, 128]"
1022,"[130, 128]"
1023,"[130, 128]"
1024,"[130, 128]"
1025,"[130, 128]"
1026,"[130, 128]"
1027,"[130, 128]"
1028,"[130, 128]"
1029,"[130, 128]"
1030,"[130, 128]"
1031,"[130, 128]"
1032,"[130, 128]"
1033,"[130, 128]"
1034,"[130, 128]"
1035,"[130, 128]"
1036,"[130, 128]"
1037,"[130, 128]"
1038,"[130, 128]"
1039,"[130, 128]"
1040,"[130, 128]"
1041,"[130, 128]"
1042,"[130, 128]"
1043,"[130, 128]"
1044,"[130, 128]"
1045,"[130, 128]"
1046,"[130, 128]"
1047,"[130, 128]"
1048,"[130, 128]"
1049,"[130, 128]"
1050,"[130, 128]"
1051,"[130, 128]"
1052,"[130, 128]"
1053,"[130, 128]"
1054,"[130, 128]"
1055,"[130, 128]"
1056,"[130, 128]"
1057,"[130, 128]"
1058,"[130, 128]"
1059,"[130, 128]"
1060,"[130, 128]"
1061,"[130, 128]"
1062,"[130, 128]"
1063,"[130, 128]"
1064,"[130, 128]"
1065,"[130, 128]"
1066,"[130, 128]"
1067,"[130, 128]"
1068,"[130, 128]"
1069,"[130, 128]"
1070,"[130, 128]"
1071,"[130, 128]"
1072,"[130, 128]"
1073,"[130, 128]"
1074,"[130, 128]"
1075,"[130, 128]"
1076,"[130, 128]"
1077,"[130, 128]"
1078,"[130, 128]"
1079,"[130, 128]"
1080,"[130, 128]"
1081,"[130, 128]"
1082,"[130, 128]"
1083,"[130, 128]"
1084,"[130, 128]"
